Datetime,ms,Level(m),Temp(C)
2022-12-10 16:00:24,0,0.167,5.2
2022-12-10 16:15:24,0,0.167,5.3
2022-12-10 16:30:24,0,0.167,5.3
2022-12-10 16:45:24,0,0.167,5.3
2022-12-10 17:00:24,0,0.167,5.3
2022-12-10 17:15:24,0,0.165,5.3
2022-12-10 17:30:24,0,0.167,5.4
2022-12-10 17:45:24,0,0.168,5.4
2022-12-10 18:00:24,0,0.166,5.4
2022-12-10 18:15:24,0,0.165,5.4
2022-12-10 18:30:24,0,0.166,5.5
2022-12-10 18:45:24,0,0.165,5.5
2022-12-10 19:00:24,0,0.166,5.5
2022-12-10 19:15:24,0,0.165,5.5
2022-12-10 19:30:24,0,0.167,5.6
2022-12-10 19:45:24,0,0.167,5.5
2022-12-10 20:00:24,0,0.166,5.6
2022-12-10 20:15:24,0,0.166,5.6
2022-12-10 20:30:24,0,0.166,5.6
2022-12-10 20:45:24,0,0.165,5.6
2022-12-10 21:00:24,0,0.166,5.6
2022-12-10 21:15:24,0,0.166,5.6
2022-12-10 21:30:24,0,0.165,5.6
2022-12-10 21:45:24,0,0.166,5.6
2022-12-10 22:00:24,0,0.165,5.6
2022-12-10 22:15:24,0,0.167,5.6
2022-12-10 22:30:24,0,0.167,5.6
2022-12-10 22:45:24,0,0.166,5.6
2022-12-10 23:00:24,0,0.165,5.6
2022-12-10 23:15:24,0,0.167,5.6
2022-12-10 23:30:24,0,0.165,5.6
2022-12-10 23:45:24,0,0.164,5.6
2022-12-11 00:00:24,0,0.165,5.6
2022-12-11 00:15:24,0,0.166,5.6
2022-12-11 00:30:24,0,0.166,5.6
2022-12-11 00:45:24,0,0.167,5.6
2022-12-11 01:00:24,0,0.168,5.6
2022-12-11 01:15:24,0,0.166,5.6
2022-12-11 01:30:24,0,0.166,5.6
2022-12-11 01:45:24,0,0.168,5.6
2022-12-11 02:00:24,0,0.167,5.6
2022-12-11 02:15:24,0,0.166,5.6
2022-12-11 02:30:24,0,0.167,5.6
2022-12-11 02:45:24,0,0.164,5.5
2022-12-11 03:00:24,0,0.166,5.6
2022-12-11 03:15:24,0,0.166,5.6
2022-12-11 03:30:24,0,0.165,5.6
2022-12-11 03:45:24,0,0.165,5.6
2022-12-11 04:00:24,0,0.165,5.6
2022-12-11 04:15:24,0,0.165,5.6
2022-12-11 04:30:24,0,0.165,5.6
2022-12-11 04:45:24,0,0.166,5.6
2022-12-11 05:00:24,0,0.166,5.6
2022-12-11 05:15:24,0,0.165,5.6
2022-12-11 05:30:24,0,0.166,5.6
2022-12-11 05:45:24,0,0.168,5.6
2022-12-11 06:00:24,0,0.166,5.6
2022-12-11 06:15:24,0,0.164,5.6
2022-12-11 06:30:24,0,0.166,5.6
2022-12-11 06:45:24,0,0.166,5.6
2022-12-11 07:00:24,0,0.166,5.6
2022-12-11 07:15:24,0,0.165,5.6
2022-12-11 07:30:24,0,0.166,5.6
2022-12-11 07:45:24,0,0.164,5.6
2022-12-11 08:00:24,0,0.167,5.6
2022-12-11 08:15:24,0,0.165,5.6
2022-12-11 08:30:24,0,0.164,5.5
2022-12-11 08:45:24,0,0.165,5.5
2022-12-11 09:00:24,0,0.166,5.5
2022-12-11 09:15:24,0,0.164,5.5
2022-12-11 09:30:24,0,0.164,5.5
2022-12-11 09:45:24,0,0.163,5.5
2022-12-11 10:00:24,0,0.165,5.5
2022-12-11 10:15:24,0,0.164,5.5
2022-12-11 10:30:24,0,0.163,5.5
2022-12-11 10:45:24,0,0.163,5.5
2022-12-11 11:00:24,0,0.165,5.5
2022-12-11 11:15:24,0,0.162,5.4
2022-12-11 11:30:24,0,0.16,5.4
2022-12-11 11:45:24,0,0.163,5.5
2022-12-11 12:00:24,0,0.162,5.5
2022-12-11 12:15:24,0,0.164,5.5
2022-12-11 12:30:24,0,0.162,5.5
2022-12-11 12:45:24,0,0.163,5.5
2022-12-11 13:00:24,0,0.162,5.5
2022-12-11 13:15:24,0,0.163,5.5
2022-12-11 13:30:24,0,0.163,5.6
2022-12-11 13:45:24,0,0.163,5.6
2022-12-11 14:00:24,0,0.163,5.6
2022-12-11 14:15:24,0,0.162,5.6
2022-12-11 14:30:24,0,0.163,5.6
2022-12-11 14:45:24,0,0.162,5.6
2022-12-11 15:00:24,0,0.162,5.6
2022-12-11 15:15:24,0,0.163,5.6
2022-12-11 15:30:24,0,0.163,5.6
2022-12-11 15:45:24,0,0.163,5.6
2022-12-11 16:00:24,0,0.162,5.6
2022-12-11 16:15:24,0,0.163,5.6
2022-12-11 16:30:24,0,0.164,5.6
2022-12-11 16:45:24,0,0.165,5.6
2022-12-11 17:00:24,0,0.166,5.6
2022-12-11 17:15:24,0,0.162,5.5
2022-12-11 17:30:24,0,0.165,5.5
2022-12-11 17:45:24,0,0.164,5.5
2022-12-11 18:00:24,0,0.166,5.5
2022-12-11 18:15:24,0,0.162,5.5
2022-12-11 18:30:24,0,0.165,5.5
2022-12-11 18:45:24,0,0.164,5.6
2022-12-11 19:00:24,0,0.155,5.5
2022-12-11 19:15:24,0,0.163,5.4
2022-12-11 19:30:24,0,0.163,5.5
