Datetime,ms,Level(m),Temp(C)
2023-03-12 05:30:00,0,0.17,6.2
2023-03-12 05:30:00,0,0.17,6.2
2023-03-12 05:45:00,0,0.171,6.2
2023-03-12 05:45:00,0,0.171,6.2
2023-03-12 06:00:00,0,0.171,6.2
2023-03-12 06:00:00,0,0.171,6.2
2023-03-12 06:15:00,0,0.17,6.2
2023-03-12 06:15:00,0,0.17,6.2
2023-03-12 06:30:00,0,0.17,6.2
2023-03-12 06:30:00,0,0.17,6.2
2023-03-12 06:45:00,0,0.169,6.2
2023-03-12 06:45:00,0,0.169,6.2
2023-03-12 07:00:00,0,0.17,6.2
2023-03-12 07:00:00,0,0.17,6.2
2023-03-12 07:15:00,0,0.172,6.2
2023-03-12 07:15:00,0,0.172,6.2
2023-03-12 07:30:00,0,0.171,6.2
2023-03-12 07:30:00,0,0.171,6.2
2023-03-12 07:45:00,0,0.17,6.2
2023-03-12 07:45:00,0,0.17,6.2
2023-03-12 08:00:00,0,0.171,6.2
2023-03-12 08:00:00,0,0.171,6.2
2023-03-12 08:15:00,0,0.17,6.2
2023-03-12 08:15:00,0,0.17,6.2
2023-03-12 08:30:00,0,0.169,6.2
2023-03-12 08:30:00,0,0.169,6.2
2023-03-12 08:45:00,0,0.17,6.2
2023-03-12 08:45:00,0,0.17,6.2
2023-03-12 09:00:00,0,0.171,6.2
2023-03-12 09:00:00,0,0.171,6.2
2023-03-12 09:15:00,0,0.168,6.2
2023-03-12 09:15:00,0,0.168,6.2
2023-03-12 09:30:00,0,0.168,6.2
2023-03-12 09:30:00,0,0.168,6.2
2023-03-12 09:45:00,0,0.17,6.2
2023-03-12 09:45:00,0,0.17,6.2
2023-03-12 10:00:00,0,0.168,6.2
2023-03-12 10:00:00,0,0.168,6.2
2023-03-12 10:15:00,0,0.169,6.2
2023-03-12 10:15:00,0,0.169,6.2
2023-03-12 10:30:00,0,0.169,6.2
2023-03-12 10:30:00,0,0.169,6.2
2023-03-12 10:45:00,0,0.167,6.2
2023-03-12 10:45:00,0,0.167,6.2
2023-03-12 11:00:00,0,0.166,6.2
2023-03-12 11:00:00,0,0.166,6.2
2023-03-12 11:15:00,0,0.166,6.2
